Title,Domain
Global Journal of Guidance and Counseling in Schools Current Perspectives,sproc.org
Táplálkozásmarketing,taplalkozasmarketing.com
Golden Age Jurnal Ilmiah Tumbuh Kembang Anak Usia Dini,al-athfal.org
Jurnal Ilmu-ilmu Perikanan dan Budidaya Perairan,univpgri-palembang.ac.id
Jurnal Lebesgue Jurnal Ilmiah Pendidikan Matematika Matematika dan Statistika,lebesgue.lppmbinabangsa.id
Turkiye Klinikleri Journal of Forensic Medicine and Forensic Sciences,www.turkiyeklinikleri.com
Complutense Journal of English Studies,revistas.ucm.es
MacEwan University Student eJournal,journals.macewan.ca
Jurnal Pariwisata Pesona,jurnal.unmer.ac.id
Advances in Applied Energy,www.journals.elsevier.com
ADNea,arq.unne.edu.ar
MULTITEK INDONESIA,journal.umpo.ac.id
Poslovna izvrsnost - Business excellence,businessexcellence.net.efzg.hr
Jurnal Analis Kesehatan,ejurnal.poltekkes-tjk.ac.id
Geo Geography and Environment,onlinelibrary.wiley.com
SPORT I ZDRAVLJE,sportizdravlje.rs.ba
ADULT LITERACY EDUCATION THE INTERNATIONAL JOURNAL OF LITERACY LANGUAGE AND NUMERACY,www.proliteracy.org
Wellbeing Space and Society,www.journals.elsevier.com
Central Asian Journal of Water Research,water-ca.org
Jurnal Keperawatan dan Kebidanan,jurnal.stikes-kharisma.ac.id
Lingwistyka Stosowana,www.ls.uw.edu.pl
Journal of oncology diagnostic radiology and radiotherapy,www.oncoradjournal.ru
The International Journal of the First Year in Higher Education,fyhejournal.com
Vestnik Voronezhskogo gosudarstvennogo universiteta Ser Ekonomika i upravlenie = Proceedings of Voronezh State University Series Economics and Management,journals.vsu.ru
Stati inu obstati revija za vprašanja protestantizma,www.hippocampus.si
International Journal of Diabetes and Metabolism,ijod.uaeu.ac.ae
BIOPHYSICS,www.jstage.jst.go.jp
CIAN-Revista de Historia de las Universidades,e-revistas.uc3m.es
Future Transportation,www.mdpi.com
Janapriya Journal of Interdisciplinary Studies,janapriya.edu.np
Asia Pacific Journal of Mathematics,apjm.apacific.org
OKARA Geografia em debate,www.okara.ufpb.br
Balıkesir Medical Journal,dergipark.gov.tr
Ocean and Coastal Research,www.ocr-journal.org
International Journal of Pediatric Research,www.clinmedjournals.org
Energetic Materials Frontiers,www.sciencedirect.com
Jurnal Material Kedokteran Gigi,jurnal.pdgi.or.id
Journal of Ophthalmology & Clinical Research,heraldopenaccess.us
MUST Journal of Mathematics Education Science and Technology,journal.um-surabaya.ac.id
Lanaguage Research,www.elanguageresearch.org
Psicologia e Saber Social,www.psi-sabersocial.uerj.br
Scientific Messenger of LNU of Veterinary Medicine and Biotechnologies,nvlvet.com.ua
The Open Medicinal Chemistry Journal,benthamopen.com
Journal for Perspectives of Economic Political and Social Integration,ojs.tnkul.pl
REID (Research and Evaluation in Education),journal.uny.ac.id
Journal for deradicalization,journals.sfu.ca
Studia Gilsoniana,www.gilsonsociety.com
Revista Encontros/Encontros,www.cp2.g12.br
Studi irlandesi A Journal of Irish Studies,oajournals.fupress.net
Caderno Profissional de Marketing,www.cadernomarketingunimep.com.br
国际护理研究,bibpurl.oclc.org
Journal of Horticultural Sciences,jhs.iihr.res.in
Visualita Jurnal Online Desain Komunikasi Visual,ojs.unikom.ac.id
IUSLabor Revista d anàlisi de Dret del Treball,www.raco.cat
Guairacá,revistas.unicentro.br
The Journal of New Critical Arabic Literature,mcal.yazd.ac.ir
Revista de derecho,www.scielo.cl
AGROVITAL Jurnal Ilmu Pertanian,journal.lppm-unasman.ac.id
Philosophica Critica,philosophicacritica.ukf.sk
PROtek Jurnal Ilmiah Teknik Elektro,ejournal.unkhair.ac.id
Scientific Annals of Computer Science,www.info.uaic.ro
Steciana,www.up.poznan.pl
Revue francophone sur la santé et les territoires,journals.openedition.org
Wawasan Jurnal Ilmiah Agama dan Sosial Budaya,journal.uinsgd.ac.id
EMJ Respiratory,emjreviews.com
Biomedika,biomedika.setiabudi.ac.id
Manajemen Pendidikan,journals.ums.ac.id
Applications in Energy and Combustion Science,www.journals.elsevier.com
Revista de Economía Laboral,www.uniovi.es
International Journal Pedagogy of Social Studies,ejournal.upi.edu
Ingeniería agrícola y biosistemas (en línea)/Ingeniería agrícola y biosistemas,portal.chapingo.mx
Studia Metrica et Poetica,ojs.utlib.ee
Filozofia i Nauka,filozofiainauka.ifispan.waw.pl
Professional Pedagogics,jrnls.ivet.edu.ua
Ta dib Jurnal Pendidikan Islam,ejournal.unisba.ac.id
Pangadereng Jurnal Hasil Penelitian Ilmu Sosial dan Humaniora,jurnalpangadereng.kemdikbud.go.id
Visnyk of Kharkiv State Academy of Culture,v-khsac.in.ua
Energija Ekonomija Ekologija,www.savezenergeticara.org
Il Politico,digital.casalini.it
An-Nadaa Jurnal Kesehatan Masyarakat,ojs.uniska-bjm.ac.id
Tractus Aevorum,belsu-tractus-aevorum.ru
Hemato,www.mdpi.com
Językoznawstwo,www.jezykoznawstwo.ahe.lodz.pl
Columella Journal of Agricultural and Environmental Sciences,columella.mkk.szie.hu
Jurnal Elektronika dan Telekomunikasi,www.jurnalet.com
World,www.mdpi.com
KINERJA,journal.febunmul.net
Georgia Educational Researcher,digitalcommons.georgiasouthern.edu
TELL-US JOURNAL,ejournal.stkip-pgri-sumbar.ac.id
Revista de Ensino de Biologia da SBEnBio,renbio.org.br
International Journal of Tourism and Hospitality in Asia Pasific,ejournal.aibpm.org
Revista de Saúde Digital e Tecnologias Educacionais,resdite.nuteds.ufc.br
International Journal of Research in Environmental Science,www.arcjournals.org
Matices en Lenguas Extranjeras,www.revistas.unal.edu.co
Jurnal Studi Al-Quran/Jurnal Studi Al-Qur'an,journal.unj.ac.id
Revista Visão Gestão Organizacional,www.uniarp.edu.br
KPI Science News,scinews.kpi.ua
International Journal of Blockchains and Cryptocurrencies,www.inderscience.com
VISION Journal of Indian Taxation,www.journalpressindia.com
Revista de Escritoras Ibéricas,revistas.uned.es
JPM (Jurnal Pemberdayaan Masyarakat),ejournal.unikama.ac.id
FALAH Jurnal Ekonomi Syariah,ejournal.umm.ac.id
ETNOSIA Jurnal Etnografi Indonesia,journal.unhas.ac.id
Journal of Society of Indian Physiotherapists,www.ipinnovative.com
Journal of Clinical & Experimental Nephrology,clinical-experimental-nephrology.imedpub.com
Journal of Anesthesia & Pain Medicine,www.opastonline.com
International Journal of Energy Applications and Technologies,academicpaper.org
Dermatology and Dermatitis,auctoresonline.org
Studia Heideggeriana,studiaheideggeriana.org
International Journal of Food and Nutritional Science,www.ommegaonline.com
NOBEL Journal of Literature and Language Teaching,jurnalfahum.uinsby.ac.id
KLIK - KUMPULAN JURNAL ILMU KOMPUTER,klik.unlam.ac.id
Trends in Technical & Scientific Research,juniperpublishers.com
Journal of Engineering Science,jes.utm.md
The Open Bioinformatics Journal,benthamopen.com
AURA Revista de Historia y Teoría del Arte,www.ojs.arte.unicen.edu.ar
Boletín de la Sociedad Española de Historiografía Lingüística,www.sehl.es
Psoriasis Targets and Therapy,www.dovepress.com
Issues in Social and Environmental Accounting,isea.icseard.uns.ac.id
Scandinavian Journal of Child and Adolescent Psychiatry and Psychology,www.exeley.com
Drug Target Insights,la-press.com
Journal of Perioperative & Critical Intensive Care Nursing,www.omicsonline.org
Cuadernos de Arquitectura Habitar el Norte,revistas.ucn.cl
Prace Komisji Kultury Słowian/Kultura Słowian,www.ejournals.eu
Revistă de Ştiinţe Socio-Umane = Journal of Social and Human Sciences,socioumane.upsc.md
Interfases,revistas.ulima.edu.pe
FRUIT GROWING RESEARCH,publications.icdp.ro
Cancer Research and Cellular Therapeutics,auctoresonline.org
Roczniki Ekonomii i Zarządzania,czasopisma.tnkul.pl
JPPUMA Jurnal Ilmu Pemerintahan dan Sosial Politik Universitas Medan Area,ojs.uma.ac.id
telondefondo Revista de Teoría y Crítica Teatral,revistascientificas.filo.uba.ar
Jurnal Bimbingan dan Konseling Terapan,ojs.unpatti.ac.id
Ekonomìka ta upravlìnnâ APK,econommeneg.btsau.edu.ua
Frontiers in Health Informatics,www.ijmi.ir
ELSE (Elementary School Education Journal) Jurnal Pendidikan dan Pembelajaran Sekolah Dasar,journal.um-surabaya.ac.id
Magyar Pedagógia,www.magyarpedagogia.hu
Amadeus International Multidisciplinary Journal,amadeusjournal.emnuvens.com.br
Demiurge Ideas Technologies Perspectives of Design,demiurge.knukim.edu.ua
Matrix Jurnal Manajemen Teknologi dan Informatika,ojs.pnb.ac.id
Indonesian Journal of Global Health Research,jurnal.globalhealthsciencegroup.com
The Korean Academy of Oral and Maxillofacial Implantology,implantology.or.kr
JTAM (Jurnal Teori dan Aplikasi Matematika),journal.ummat.ac.id
Jurnal Kejaora (Kesehatan Jasmani dan Olah Raga),ejournal.uniba-bwi.ac.id
Ekuilibrium Jurnal Ilmiah Bidang Ilmu Ekonomi,journal.umpo.ac.id
IT JOURNAL RESEARCH AND DEVELOPMENT,journal.uir.ac.id
The institute of accounting control and analysis in the globalization circumstances,sophus.at.ua
Zbornik radova - Journal of Economy and Business,zr.gradri.uniri.hr
Ijaz Arabi Journal of Arabic Learning,ejournal.uin-malang.ac.id
Journal of Social Sciences,jss.utm.md
Conjuntura Internacional,www.pucminas.br
Jurnal Pendidikan dan Pengajaran Guru Sekolah Dasar (JPPGuseda),journal.unpak.ac.id
Studia Religiologica,www.ejournals.eu
Jurnal Kebijakan Pembangunan,ejournal.bappeda.bantenprov.go.id
IET Nanodielectrics,ietresearch.onlinelibrary.wiley.com
International Journal of Ophthalmology & Eye Science,scidoc.org
Journal of Research & Innovation in Anesthesia,www.riajournal.com
Revista Latina de Sociología,www.revistalatinadesociologia.com
Jurnal Manajemen Strategi dan Aplikasi Bisnis,ejournal.imperiuminstitute.org
Cogent Mathematics & Statistics,www.tandfonline.com
Çocuk Dergisi / Journal of Child,iupress.istanbul.edu.tr
Italian Journal of Computational Linguistics,journals.openedition.org
Jurnal Ilmiah POTENSIA,ejournal.unib.ac.id
Jurnal Matematika MANTIK,jurnalsaintek.uinsby.ac.id
Edukasi Jurnal Pendidikan,journal.unnes.ac.id
Iskolakultúra,www.iskolakultura.hu
Revista de Biodireito e Direito dos Animais,indexlaw.org
Mechanical Engineering Letters,www.jstage.jst.go.jp
Persona Studies,ojs.deakin.edu.au
Journal of Entrepreneurial Strategies in Agriculture,jea.sanru.ac.ir
Brain Science Advances,journals.sagepub.com
Revista de Pesquisa e Educação Jurídica,indexlaw.org
ADLIYA Jurnal Hukum dan Kemanusiaan,journal.uinsgd.ac.id
Archives of Medical Science - Civilization Diseases,www.termedia.pl
Future Cities and Environment,futurecitiesandenvironment.com
Jurnal Agritechno,agritech.unhas.ac.id
Revista CoPaLa Construyendo Paz Latinoamericana,revistacopala.net
International Journal of Accounting & Finance in Asia Pasific,ejournal.aibpm.org
Hydrogen Jurnal Kependidikan Kimia,ojs.ikipmataram.ac.id
AUC KINANTHROPOLOGICA,karolinum.cz
Elektron Jurnal Ilmiah,jie.pnp.ac.id
Journal of Advanced Engineering and Computation,jaec.vn
Jurnal Hukum Novelty,journal.uad.ac.id
Research in Corpus Linguistics,www.aelinco.es
UHD Journal of Science and Technology,journals.uhd.edu.iq
Revista de Direito Urbanístico Cidade e Alteridade,indexlaw.org
Impetus,revistas.unillanos.edu.co
JELL (Journal of English Language and Literature) STIBA-IEC Jakarta,journal.stibaiec-jakarta.ac.id
Biotechnology Research International,www.hindawi.com
The Open Pain Journal,benthamopen.com
Journal of Logic and Analysis,www.logicandanalysis.org
KALAMATIKA Jurnal Pendidikan Matematika,kalamatika.matematika-uhamka.com
The Open Access Journal of Science and Technology,www.oajost.com
Pensamento Plural,pensamentoplural.ufpel.edu.br
Tazkia Islamic Finance and Business Review,www.tifbr-tazkia.org
Journal of Computational Methods In Engineering,jcme.iut.ac.ir
Sociología y Tecnociencia,revistas.uva.es
The Scottish Journal of Performance,www.scottishjournalofperformance.org
Plant Root,www.plantroot.org
La Revue Gestion et Organisation,www.journals.elsevier.com
Journal of Pharmaceutical and Biological Sciences,www.ipinnovative.com
Journal of Business & Economic Policy,jbepnet.com
Geosfera Indonesia,jurnal.unej.ac.id
ASEAN Journal of Community Engagement,scholarhub.ui.ac.id
Jurnal Sekretari Universitas Pamulang,openjournal.unpam.ac.id
Acta hydrologica Slovaca,www.uh.sav.sk
Studies in Arts and Humanities,sahjournal.com
Ruhuna Journal of Science,rjs.ruh.ac.lk
Jurnal Ilmiah Informatika,journal.ibrahimy.ac.id
Studia z Zakresu Prawa Pracy i Polityki Społecznej,www.ejournals.eu
JOURNAL OF SURGICAL AND CLINICAL RESEARCH,periodicos.ufrn.br
Operational Research in Engineering Sciences Theory and Applications,oresta.rabek.org
Hansenologia Internationallis hanseníase e outras doenças infecciosas,www.ilsl.br
Oseanologi dan Limnologi di Indonesia/Oseanologi di Indonesia,jurnal-oldi.or.id
Man and Environment Issues of Neoecology,periodicals.karazin.ua
Khronos,www.revistas.usp.br
EKSAKTA Journal of Sciences and Data Analysis,jurnal.uii.ac.id
SOROT,sorot.ejournal.unri.ac.id
JURNAL ARBITRER,arbitrer.fib.unand.ac.id
Journal of Energy and Natural Resources,www.sciencepublishinggroup.com
Journal of Special Education for Curriculum and Instruction,seci.kr
Public Health Research,www.journalslibrary.nihr.ac.uk
TRASCENDER CONTABILIDAD Y GESTIÓN,www.trascender.unison.mx
SISFORMA,journal.unika.ac.id
Cadernos de Pós-Graduação em Distúrbios do Desenvolvimento,www.mackenzie.br
Coleção Meira Mattos,ebrevistas.eb.mil.br
Journal of Head Neck & Spine Surgery,www.juniperpublishers.com
La Tercera Orilla,revistas.unab.edu.co
International Journal of Natural Resource Ecology and Management,www.sciencepublishinggroup.com
Uşak üniversitesi eğitim araştırmaları dergisi/Uşak Üniversitesi eğitim araştırmaları dergisi,dergipark.ulakbim.gov.tr
Jurnal Tamaddun Jurnal Sejarah dan Kebudayaan Islam,www.syekhnurjati.ac.id
Proceedings of Engineering and Technology Innovation,ojs.imeti.org
Tiyatro Eleştirmenliği ve Dramaturji Bölümü Dergisi / Journal of Theatre Criticism and Dramaturgy,iupress.istanbul.edu.tr
Perspectivas en Nutrición Humana,aprendeenlinea.udea.edu.co
Journal of Agricultural and Environmental Law = Agrár- és Környezetjog,jael.uni-miskolc.hu
Advanced Agritechnologies,plant.gov.ua
Revista Educação Psicologia e Interfaces,educacaoepsicologia.emnuvens.com.br
JAS (Journal of ASEAN Studies),journal.binus.ac.id
Aging Medicine and Healthcare,www.agingmedhealthc.com
Bulletin of V N Karazin Kharkiv National University Economic Series,periodicals.karazin.ua
Anthropos Jurnal Antropologi Sosial dan Budaya (Journal of Social and Cultural Anthropology),jurnal.unimed.ac.id
Innovative Biosystems and Bioengineering,ibb.kpi.ua
CLINA Revista Interdisciplinaria de Traducción Interpretación y Comunicación Intercultural,revistas.usal.es
Perspectivas - Journal of Political Science,www.perspectivasjournal.com
Kairós,play.google.com
Earth System Governance,www.journals.elsevier.com
Caspian Journal of Health Research,cjhr.gums.ac.ir
HuSS International Journal of Research in Humanities and Social Sciences,i-scholar.in
Religija ir kultūra,www.zurnalai.vu.lt
Jurnal Ilmu Keperawatan Jiwa,journal.ppnijateng.org
Jurnal Ilmiah Teknik Elektro Komputer dan Informatika,digilib.uad.ac.id
Journal of the Rubber Research Institute of Sri Lanka,www.sljol.info
Polish Political Science Review,www.politologia.uni.wroc.pl
VITRUVIO - International Journal of Architectural Technology and Sustainability,polipapers.upv.es
IET Cyber-Systems and Robotics,ietresearch.onlinelibrary.wiley.com
SISFOTENIKA,sisfotenika.stmikpontianak.ac.id
Journal of Applied Science & Process Engineering,www.jaspe.unimas.my
Journal of Pancreatology,journals.lww.com
KACANEGARA Jurnal Pengabdian pada Masyarakat,ejournals.stta.ac.id
Zoophilologica,www.journals.us.edu.pl
Advance in Environmental Waste Management & Recycling,www.opastonline.com
Asian Soil Research Journal,www.journalasrj.com
JOURNAL OF ADVANCES IN BIOTECHNOLOGY,www.cirworld.com
Journal An-Nafs Kajian Penelitian Psikologi,ejournal.iai-tribakti.ac.id
Journal of the Global Power and Propulsion Society,journal.gpps.global
IPSJ Online Transactions,www.jstage.jst.go.jp
Schizophrenia Research and Treatment,www.hindawi.com
International journal of food and agricultural economics,www.foodandagriculturejournal.com
EMJ Urology,emjreviews.com
Lúdicamente (Ciudad Autónoma de Buenos Aires),ppct.caicyt.gov.ar
Noise Mapping,www.degruyter.com
Extensión en red,perio.unlp.edu.ar
Philosophical Readings,virgo.unive.it
Im@go,cab.unime.it
Journal of plant protection sciences,www.aappbckv.org
Journal of Nuclear and Particle Physics,journal.sapub.org
African East-Asian Affairs,aeaa.journals.ac.za
Nephron Extra,www.karger.com
Nanomedicine journal,nmj.mums.ac.ir
Journal of Statistics and Data Science Education,www.tandfonline.com
Journal of Food Science and Nutrition Research,www.fortunejournals.com
Acta Agrícola y Pecuaria,revistas.uaem.mx
Elementary School Jurnal Pendidikan dan Pembelajaran ke-SD-an,journal.upy.ac.id
JURNAL AKUNTANSI DAN AUDITING,ejournal.undip.ac.id
Jurnal PAI Raden Fatah,jurnal.radenfatah.ac.id
Acta Iassyensia Comparationis,literaturacomparata.ro
Jurnal Keperawatan Abdurrab,jurnal.univrab.ac.id
LEKSEMA Jurnal Bahasa dan Sastra,ejournal.iain-surakarta.ac.id
MIMBAR PENDIDIKAN,ejournal.upi.edu
